,cand_id,cand_name,votes,total,state,fips,pct
9342,MO9228,Donald Trump,3480,4361,MO,29033,0.797982114
9343,MO9227,Hillary Clinton,745,4361,MO,29033,0.170832378
9344,MO9230,Gary Johnson,106,4361,MO,29033,0.024306352
9345,MO9233,Jill Stein,17,4361,MO,29033,0.003898188
9346,MO9231,Darrell Castle,13,4361,MO,29033,0.002980968
9337,MO9228,Donald Trump,26939,36875,MO,29031,0.730549153
9338,MO9227,Hillary Clinton,8468,36875,MO,29031,0.229640678
9339,MO9230,Gary Johnson,1106,36875,MO,29031,0.02999322
9340,MO9233,Jill Stein,238,36875,MO,29031,0.006454237
9341,MO9231,Darrell Castle,124,36875,MO,29031,0.003362712
9332,MO9228,Donald Trump,16721,22182,MO,29029,0.753809395
9333,MO9227,Hillary Clinton,4706,22182,MO,29029,0.212153999
9334,MO9230,Gary Johnson,588,22182,MO,29029,0.026507979
9335,MO9233,Jill Stein,110,22182,MO,29029,0.004958976
9336,MO9231,Darrell Castle,57,22182,MO,29029,0.002569651
9327,MO9228,Donald Trump,13052,19127,MO,29027,0.682386156
9328,MO9227,Hillary Clinton,4988,19127,MO,29027,0.260783186
9329,MO9230,Gary Johnson,752,19127,MO,29027,0.03931615
9330,MO9233,Jill Stein,182,19127,MO,29027,0.009515345
9331,MO9231,Darrell Castle,153,19127,MO,29027,0.007999163
9322,MO9228,Donald Trump,3231,4309,MO,29025,0.749825946
9323,MO9227,Hillary Clinton,837,4309,MO,29025,0.194244604
9324,MO9230,Gary Johnson,188,4309,MO,29025,0.043629612
9325,MO9231,Darrell Castle,27,4309,MO,29025,0.006265955
9326,MO9233,Jill Stein,26,4309,MO,29025,0.006033883
9317,MO9228,Donald Trump,13647,17232,MO,29023,0.791956825
9318,MO9227,Hillary Clinton,3036,17232,MO,29023,0.176183844
9319,MO9230,Gary Johnson,392,17232,MO,29023,0.022748375
9320,MO9233,Jill Stein,98,17232,MO,29023,0.005687094
9321,MO9231,Darrell Castle,59,17232,MO,29023,0.003423863
9312,MO9228,Donald Trump,21315,35563,MO,29021,0.599358884
9313,MO9227,Hillary Clinton,12010,35563,MO,29021,0.337710542
9314,MO9230,Gary Johnson,1709,35563,MO,29021,0.048055563
9315,MO9233,Jill Stein,343,35563,MO,29021,0.009644856
9316,MO9231,Darrell Castle,186,35563,MO,29021,0.005230155
9307,MO9227,Hillary Clinton,41072,83312,MO,29019,0.492990205
9308,MO9228,Donald Trump,36146,83312,MO,29019,0.433863069
9309,MO9230,Gary Johnson,4262,83312,MO,29019,0.051157096
9310,MO9233,Jill Stein,1279,83312,MO,29019,0.01535193
9311,MO9231,Darrell Castle,553,83312,MO,29019,0.006637699
9302,MO9228,Donald Trump,4827,5669,MO,29017,0.851472923
9303,MO9227,Hillary Clinton,705,5669,MO,29017,0.124360557
9304,MO9230,Gary Johnson,97,5669,MO,29017,0.017110602
9305,MO9231,Darrell Castle,28,5669,MO,29017,0.004939143
9306,MO9233,Jill Stein,12,5669,MO,29017,0.002116775
9297,MO9228,Donald Trump,7212,9584,MO,29015,0.752504174
9298,MO9227,Hillary Clinton,2024,9584,MO,29015,0.211185309
9299,MO9230,Gary Johnson,278,9584,MO,29015,0.029006678
9300,MO9233,Jill Stein,41,9584,MO,29015,0.004277963
9301,MO9231,Darrell Castle,29,9584,MO,29015,0.003025876
9292,MO9228,Donald Trump,6000,8021,MO,29013,0.748036404
9293,MO9227,Hillary Clinton,1617,8021,MO,29013,0.201595811
9294,MO9230,Gary Johnson,306,8021,MO,29013,0.038149857
9295,MO9233,Jill Stein,55,8021,MO,29013,0.006857
9296,MO9231,Darrell Castle,43,8021,MO,29013,0.005360928
9287,MO9228,Donald Trump,4958,5932,MO,29011,0.835805799
9288,MO9227,Hillary Clinton,795,5932,MO,29011,0.134018881
9289,MO9230,Gary Johnson,135,5932,MO,29011,0.022757923
9290,MO9231,Darrell Castle,22,5932,MO,29011,0.003708699
9291,MO9233,Jill Stein,22,5932,MO,29011,0.003708699
9282,MO9228,Donald Trump,11427,14604,MO,29009,0.782456861
9283,MO9227,Hillary Clinton,2710,14604,MO,29009,0.185565598
9284,MO9230,Gary Johnson,338,14604,MO,29009,0.023144344
9285,MO9233,Jill Stein,66,14604,MO,29009,0.00451931
9286,MO9231,Darrell Castle,63,14604,MO,29009,0.004313887
9277,MO9228,Donald Trump,6981,10043,MO,29007,0.695111023
9278,MO9227,Hillary Clinton,2567,10043,MO,29007,0.255600916
9279,MO9230,Gary Johnson,363,10043,MO,29007,0.036144578
9280,MO9233,Jill Stein,73,10043,MO,29007,0.007268744
9281,MO9231,Darrell Castle,59,10043,MO,29007,0.005874739
9272,MO9228,Donald Trump,2059,2723,MO,29005,0.756151304
9273,MO9227,Hillary Clinton,541,2723,MO,29005,0.198677929
9274,MO9230,Gary Johnson,104,2723,MO,29005,0.038193169
9275,MO9233,Jill Stein,14,2723,MO,29005,0.005141388
9276,MO9231,Darrell Castle,5,2723,MO,29005,0.00183621
9267,MO9228,Donald Trump,6665,9140,MO,29003,0.729212254
9268,MO9227,Hillary Clinton,2045,9140,MO,29003,0.223741794
9269,MO9230,Gary Johnson,336,9140,MO,29003,0.036761488
9270,MO9233,Jill Stein,64,9140,MO,29003,0.007002188
9271,MO9231,Darrell Castle,30,9140,MO,29003,0.003282276
9262,MO9228,Donald Trump,6019,10137,MO,29001,0.593765414
9263,MO9227,Hillary Clinton,3495,10137,MO,29001,0.344776561
9264,MO9230,Gary Johnson,426,10137,MO,29001,0.042024268
9265,MO9233,Jill Stein,147,10137,MO,29001,0.014501332
9266,MO9231,Darrell Castle,50,10137,MO,29001,0.004932426
10411,MS31893,Hillary Clinton,5221,9892,MS,28163,0.527800243
10412,MS31907,Donald Trump,4568,9892,MS,28163,0.461787303
10413,MS31948,Gary Johnson,47,9892,MS,28163,0.004751314
10414,MS31953,Darrell Castle,33,9892,MS,28163,0.003336029
10415,MS31950,Jim Hedges,11,9892,MS,28163,0.00111201
10416,MS31949,Rocky De La Fuente,6,9892,MS,28163,0.000606551
10417,MS31947,Jill Stein,6,9892,MS,28163,0.000606551
10404,MS31907,Donald Trump,3366,6058,MS,28161,0.55562892
10405,MS31893,Hillary Clinton,2574,6058,MS,28161,0.424892704
10406,MS31948,Gary Johnson,70,6058,MS,28161,0.011554969
10407,MS31947,Jill Stein,23,6058,MS,28161,0.003796633
10408,MS31953,Darrell Castle,19,6058,MS,28161,0.003136349
10409,MS31950,Jim Hedges,4,6058,MS,28161,0.000660284
10410,MS31949,Rocky De La Fuente,2,6058,MS,28161,0.000330142
10397,MS31907,Donald Trump,4874,8771,MS,28159,0.555694904
10398,MS31893,Hillary Clinton,3778,8771,MS,28159,0.430737658
10399,MS31948,Gary Johnson,54,8771,MS,28159,0.006156653
10400,MS31947,Jill Stein,29,8771,MS,28159,0.00330635
10401,MS31953,Darrell Castle,23,8771,MS,28159,0.002622278
10402,MS31949,Rocky De La Fuente,7,8771,MS,28159,0.000798085
10403,MS31950,Jim Hedges,6,8771,MS,28159,0.000684073
10390,MS31893,Hillary Clinton,2826,4174,MS,28157,0.677048395
10391,MS31907,Donald Trump,1305,4174,MS,28157,0.312649736
10392,MS31953,Darrell Castle,19,4174,MS,28157,0.004551989
10393,MS31948,Gary Johnson,15,4174,MS,28157,0.003593675
10394,MS31949,Rocky De La Fuente,4,4174,MS,28157,0.000958313
10395,MS31947,Jill Stein,4,4174,MS,28157,0.000958313
10396,MS31950,Jim Hedges,1,4174,MS,28157,0.000239578
10383,MS31907,Donald Trump,3949,5024,MS,28155,0.78602707
10384,MS31893,Hillary Clinton,1001,5024,MS,28155,0.199243631
10385,MS31948,Gary Johnson,27,5024,MS,28155,0.005374204
10386,MS31953,Darrell Castle,26,5024,MS,28155,0.005175159
10387,MS31947,Jill Stein,15,5024,MS,28155,0.002985669
10388,MS31949,Rocky De La Fuente,5,5024,MS,28155,0.000995223
10389,MS31950,Jim Hedges,1,5024,MS,28155,0.000199045
10376,MS31907,Donald Trump,5957,9534,MS,28153,0.624816446
10377,MS31893,Hillary Clinton,3493,9534,MS,28153,0.366372981
10378,MS31948,Gary Johnson,45,9534,MS,28153,0.00471995
10379,MS31953,Darrell Castle,20,9534,MS,28153,0.002097755
10380,MS31950,Jim Hedges,9,9534,MS,28153,0.00094399
10381,MS31949,Rocky De La Fuente,7,9534,MS,28153,0.000734214
10382,MS31947,Jill Stein,3,9534,MS,28153,0.000314663
10369,MS31893,Hillary Clinton,9847,14571,MS,28151,0.675794386
10370,MS31907,Donald Trump,4541,14571,MS,28151,0.311646421
10371,MS31948,Gary Johnson,99,14571,MS,28151,0.006794317
10372,MS31947,Jill Stein,31,14571,MS,28151,0.002127514
10373,MS31953,Darrell Castle,27,14571,MS,28151,0.001852996
10374,MS31949,Rocky De La Fuente,16,14571,MS,28151,0.001098072
10375,MS31950,Jim Hedges,10,14571,MS,28151,0.000686295
10362,MS31907,Donald Trump,9420,18287,MS,28149,0.515120031
10363,MS31893,Hillary Clinton,8518,18287,MS,28149,0.465795374
10364,MS31948,Gary Johnson,217,18287,MS,28149,0.011866353
10365,MS31953,Darrell Castle,54,18287,MS,28149,0.002952917
10366,MS31947,Jill Stein,53,18287,MS,28149,0.002898234
10367,MS31950,Jim Hedges,15,18287,MS,28149,0.000820255
10368,MS31949,Rocky De La Fuente,10,18287,MS,28149,0.000546837
10355,MS31907,Donald Trump,3374,5909,MS,28147,0.5709934
10356,MS31893,Hillary Clinton,2475,5909,MS,28147,0.418852598
10357,MS31948,Gary Johnson,24,5909,MS,28147,0.004061601
10358,MS31953,Darrell Castle,20,5909,MS,28147,0.003384667
10359,MS31947,Jill Stein,9,5909,MS,28147,0.0015231
10360,MS31950,Jim Hedges,5,5909,MS,28147,0.000846167
10361,MS31949,Rocky De La Fuente,2,5909,MS,28147,0.000338467
10348,MS31907,Donald Trump,9161,11374,MS,28145,0.805433445
10349,MS31893,Hillary Clinton,1969,11374,MS,28145,0.17311412
10350,MS31948,Gary Johnson,129,11374,MS,28145,0.011341656
10351,MS31953,Darrell Castle,73,11374,MS,28145,0.006418147
10352,MS31947,Jill Stein,20,11374,MS,28145,0.001758396
10353,MS31950,Jim Hedges,16,11374,MS,28145,0.001406717
10354,MS31949,Rocky De La Fuente,6,11374,MS,28145,0.000527519
10341,MS31893,Hillary Clinton,2577,3463,MS,28143,0.744152469
10342,MS31907,Donald Trump,840,3463,MS,28143,0.242564251
10343,MS31948,Gary Johnson,18,3463,MS,28143,0.005197805
10344,MS31953,Darrell Castle,12,3463,MS,28143,0.003465204
10345,MS31947,Jill Stein,8,3463,MS,28143,0.002310136
10346,MS31949,Rocky De La Fuente,5,3463,MS,28143,0.001443835
10347,MS31950,Jim Hedges,3,3463,MS,28143,0.000866301
10334,MS31907,Donald Trump,7117,8310,MS,28141,0.856438026
10335,MS31893,Hillary Clinton,990,8310,MS,28141,0.119133574
10336,MS31948,Gary Johnson,138,8310,MS,28141,0.016606498
10337,MS31953,Darrell Castle,28,8310,MS,28141,0.003369434
10338,MS31947,Jill Stein,27,8310,MS,28141,0.003249097
10339,MS31949,Rocky De La Fuente,5,8310,MS,28141,0.000601685
10340,MS31950,Jim Hedges,5,8310,MS,28141,0.000601685
10327,MS31907,Donald Trump,7182,9143,MS,28139,0.785518976
10328,MS31893,Hillary Clinton,1808,9143,MS,28139,0.19774691
10329,MS31948,Gary Johnson,72,9143,MS,28139,0.007874877
10330,MS31953,Darrell Castle,45,9143,MS,28139,0.004921798
10331,MS31947,Jill Stein,22,9143,MS,28139,0.002406212
10332,MS31949,Rocky De La Fuente,8,9143,MS,28139,0.000874986
10333,MS31950,Jim Hedges,6,9143,MS,28139,0.00065624
10320,MS31907,Donald Trump,7385,11389,MS,28137,0.648432698
10321,MS31893,Hillary Clinton,3804,11389,MS,28137,0.334006497
10322,MS31948,Gary Johnson,110,11389,MS,28137,0.009658442
10323,MS31953,Darrell Castle,54,11389,MS,28137,0.004741417
10324,MS31947,Jill Stein,20,11389,MS,28137,0.00175608
10325,MS31949,Rocky De La Fuente,8,11389,MS,28137,0.000702432
10326,MS31950,Jim Hedges,8,11389,MS,28137,0.000702432
10313,MS31893,Hillary Clinton,3337,5870,MS,28135,0.568483816
10314,MS31907,Donald Trump,2462,5870,MS,28135,0.419420784
10315,MS31948,Gary Johnson,31,5870,MS,28135,0.00528109
10316,MS31953,Darrell Castle,15,5870,MS,28135,0.002555366
10317,MS31950,Jim Hedges,15,5870,MS,28135,0.002555366
10318,MS31947,Jill Stein,8,5870,MS,28135,0.001362862
10319,MS31949,Rocky De La Fuente,2,5870,MS,28135,0.000340716
10306,MS31893,Hillary Clinton,6560,9406,MS,28133,0.697427174
10307,MS31907,Donald Trump,2768,9406,MS,28133,0.294280247
10308,MS31948,Gary Johnson,27,9406,MS,28133,0.002870508
10309,MS31947,Jill Stein,20,9406,MS,28133,0.002126302
10310,MS31953,Darrell Castle,16,9406,MS,28133,0.001701042
10311,MS31949,Rocky De La Fuente,8,9406,MS,28133,0.000850521
10312,MS31950,Jim Hedges,7,9406,MS,28133,0.000744206
10299,MS31907,Donald Trump,4810,6368,MS,28131,0.755339196
10300,MS31893,Hillary Clinton,1400,6368,MS,28131,0.219849246
10301,MS31948,Gary Johnson,104,6368,MS,28131,0.016331658
10302,MS31953,Darrell Castle,34,6368,MS,28131,0.005339196
10303,MS31947,Jill Stein,14,6368,MS,28131,0.002198492
10304,MS31949,Rocky De La Fuente,3,6368,MS,28131,0.000471106
10305,MS31950,Jim Hedges,3,6368,MS,28131,0.000471106
10292,MS31907,Donald Trump,5877,7556,MS,28129,0.777792483
10293,MS31893,Hillary Clinton,1598,7556,MS,28129,0.21148756
10294,MS31948,Gary Johnson,51,7556,MS,28129,0.006749603
10295,MS31953,Darrell Castle,15,7556,MS,28129,0.001985177
10296,MS31947,Jill Stein,7,7556,MS,28129,0.000926416
10297,MS31950,Jim Hedges,5,7556,MS,28129,0.000661726
10298,MS31949,Rocky De La Fuente,3,7556,MS,28129,0.000397035
10285,MS31907,Donald Trump,7393,11416,MS,28127,0.64759986
10286,MS31893,Hillary Clinton,3871,11416,MS,28127,0.339085494
10287,MS31948,Gary Johnson,74,11416,MS,28127,0.00648213
10288,MS31953,Darrell Castle,42,11416,MS,28127,0.003679047
10289,MS31947,Jill Stein,22,11416,MS,28127,0.00192712
10290,MS31950,Jim Hedges,10,11416,MS,28127,0.000875964
10291,MS31949,Rocky De La Fuente,4,11416,MS,28127,0.000350385
10278,MS31893,Hillary Clinton,1290,1926,MS,28125,0.669781931
10279,MS31907,Donald Trump,619,1926,MS,28125,0.321391485
10280,MS31948,Gary Johnson,8,1926,MS,28125,0.004153686
10281,MS31953,Darrell Castle,5,1926,MS,28125,0.002596054
10282,MS31950,Jim Hedges,2,1926,MS,28125,0.001038422
10283,MS31947,Jill Stein,2,1926,MS,28125,0.001038422
10284,MS31949,Rocky De La Fuente,0,1926,MS,28125,0
10271,MS31907,Donald Trump,5742,9867,MS,28123,0.581939799
10272,MS31893,Hillary Clinton,3999,9867,MS,28123,0.405290362
10273,MS31948,Gary Johnson,75,9867,MS,28123,0.007601095
10274,MS31953,Darrell Castle,19,9867,MS,28123,0.001925611
10275,MS31947,Jill Stein,19,9867,MS,28123,0.001925611
10276,MS31950,Jim Hedges,8,9867,MS,28123,0.000810783
10277,MS31949,Rocky De La Fuente,5,9867,MS,28123,0.00050674
10264,MS31907,Donald Trump,46168,61356,MS,28121,0.752461047
10265,MS31893,Hillary Clinton,13741,61356,MS,28121,0.223955277
10266,MS31948,Gary Johnson,946,61356,MS,28121,0.015418215
10267,MS31953,Darrell Castle,243,61356,MS,28121,0.003960493
10268,MS31947,Jill Stein,212,61356,MS,28121,0.003455245
10269,MS31949,Rocky De La Fuente,26,61356,MS,28121,0.000423756
10270,MS31950,Jim Hedges,20,61356,MS,28121,0.000325966
10257,MS31893,Hillary Clinton,2303,3353,MS,28119,0.686847599
10258,MS31907,Donald Trump,998,3353,MS,28119,0.297643901
10259,MS31948,Gary Johnson,20,3353,MS,28119,0.005964808
10260,MS31950,Jim Hedges,13,3353,MS,28119,0.003877125
10261,MS31953,Darrell Castle,9,3353,MS,28119,0.002684163
10262,MS31947,Jill Stein,7,3353,MS,28119,0.002087683
10263,MS31949,Rocky De La Fuente,3,3353,MS,28119,0.000894721
10250,MS31907,Donald Trump,7647,9871,MS,28117,0.774693547
10251,MS31893,Hillary Clinton,2067,9871,MS,28117,0.209401276
10252,MS31948,Gary Johnson,79,9871,MS,28117,0.008003242
10253,MS31953,Darrell Castle,33,9871,MS,28117,0.003343126
10254,MS31947,Jill Stein,25,9871,MS,28117,0.002532671
10255,MS31950,Jim Hedges,11,9871,MS,28117,0.001114375
10256,MS31949,Rocky De La Fuente,9,9871,MS,28117,0.000911762
10243,MS31907,Donald Trump,9442,11811,MS,28115,0.799424266
10244,MS31893,Hillary Clinton,2123,11811,MS,28115,0.179747693
10245,MS31948,Gary Johnson,138,11811,MS,28115,0.011684023
10246,MS31953,Darrell Castle,57,11811,MS,28115,0.00482601
10247,MS31947,Jill Stein,33,11811,MS,28115,0.002794006
10248,MS31950,Jim Hedges,10,11811,MS,28115,0.000846668
10249,MS31949,Rocky De La Fuente,8,11811,MS,28115,0.000677335
10236,MS31907,Donald Trump,7748,15633,MS,28113,0.495618243
10237,MS31893,Hillary Clinton,7636,15633,MS,28113,0.488453912
10238,MS31948,Gary Johnson,138,15633,MS,28113,0.00882748
10239,MS31953,Darrell Castle,44,15633,MS,28113,0.002814559
10240,MS31947,Jill Stein,40,15633,MS,28113,0.00255869
10241,MS31950,Jim Hedges,17,15633,MS,28113,0.001087443
10242,MS31949,Rocky De La Fuente,10,15633,MS,28113,0.000639672
10229,MS31907,Donald Trump,4135,5432,MS,28111,0.76122975
10230,MS31893,Hillary Clinton,1220,5432,MS,28111,0.224594993
10231,MS31948,Gary Johnson,47,5432,MS,28111,0.00865243
10232,MS31953,Darrell Castle,17,5432,MS,28111,0.003129602
10233,MS31947,Jill Stein,5,5432,MS,28111,0.000920471
10234,MS31949,Rocky De La Fuente,4,5432,MS,28111,0.000736377
10235,MS31950,Jim Hedges,4,5432,MS,28111,0.000736377
10222,MS31907,Donald Trump,15530,18893,MS,28109,0.821997565
10223,MS31893,Hillary Clinton,2919,18893,MS,28109,0.154501667
10224,MS31948,Gary Johnson,275,18893,MS,28109,0.014555656
10225,MS31953,Darrell Castle,76,18893,MS,28109,0.004022654
10226,MS31947,Jill Stein,75,18893,MS,28109,0.003969724
10227,MS31949,Rocky De La Fuente,11,18893,MS,28109,0.000582226
10228,MS31950,Jim Hedges,7,18893,MS,28109,0.000370508
10215,MS31907,Donald Trump,7371,14854,MS,28107,0.496229972
10216,MS31893,Hillary Clinton,7300,14854,MS,28107,0.491450114
10217,MS31948,Gary Johnson,95,14854,MS,28107,0.006395584
10218,MS31953,Darrell Castle,47,14854,MS,28107,0.003164131
10219,MS31947,Jill Stein,20,14854,MS,28107,0.001346439
10220,MS31950,Jim Hedges,12,14854,MS,28107,0.000807863
10221,MS31949,Rocky De La Fuente,9,14854,MS,28107,0.000605897
10208,MS31893,Hillary Clinton,7851,16151,MS,28105,0.486099932
10209,MS31907,Donald Trump,7671,16151,MS,28105,0.474955111
10210,MS31948,Gary Johnson,420,16151,MS,28105,0.026004582
10211,MS31947,Jill Stein,94,16151,MS,28105,0.005820073
10212,MS31953,Darrell Castle,90,16151,MS,28105,0.00557241
10213,MS31950,Jim Hedges,17,16151,MS,28105,0.001052566
10214,MS31949,Rocky De La Fuente,8,16151,MS,28105,0.000495325
10201,MS31893,Hillary Clinton,4330,5538,MS,28103,0.781870711
10202,MS31907,Donald Trump,1181,5538,MS,28103,0.213253882
10203,MS31948,Gary Johnson,12,5538,MS,28103,0.002166847
10204,MS31953,Darrell Castle,6,5538,MS,28103,0.001083424
10205,MS31947,Jill Stein,6,5538,MS,28103,0.001083424
10206,MS31950,Jim Hedges,3,5538,MS,28103,0.000541712
10207,MS31949,Rocky De La Fuente,0,5538,MS,28103,0
10194,MS31907,Donald Trump,5929,8594,MS,28101,0.68989993
10195,MS31893,Hillary Clinton,2549,8594,MS,28101,0.296602281
10196,MS31948,Gary Johnson,59,8594,MS,28101,0.006865255
10197,MS31953,Darrell Castle,27,8594,MS,28101,0.003141727
10198,MS31947,Jill Stein,18,8594,MS,28101,0.002094485
10199,MS31949,Rocky De La Fuente,6,8594,MS,28101,0.000698162
10200,MS31950,Jim Hedges,6,8594,MS,28101,0.000698162
10187,MS31907,Donald Trump,7613,10438,MS,28099,0.729354282
10188,MS31893,Hillary Clinton,2668,10438,MS,28099,0.255604522
10189,MS31948,Gary Johnson,83,10438,MS,28099,0.007951715
10190,MS31953,Darrell Castle,31,10438,MS,28099,0.002969918
10191,MS31947,Jill Stein,18,10438,MS,28099,0.001724468
10192,MS31950,Jim Hedges,15,10438,MS,28099,0.001437057
10193,MS31949,Rocky De La Fuente,10,10438,MS,28099,0.000958038
10180,MS31907,Donald Trump,2334,4162,MS,28097,0.560788083
10181,MS31893,Hillary Clinton,1775,4162,MS,28097,0.426477655
10182,MS31948,Gary Johnson,25,4162,MS,28097,0.006006728
10183,MS31953,Darrell Castle,14,4162,MS,28097,0.003363767
10184,MS31947,Jill Stein,7,4162,MS,28097,0.001681884
10185,MS31950,Jim Hedges,5,4162,MS,28097,0.001201346
10186,MS31949,Rocky De La Fuente,2,4162,MS,28097,0.000480538
10173,MS31907,Donald Trump,10107,15781,MS,28095,0.64045371
10174,MS31893,Hillary Clinton,5485,15781,MS,28095,0.347569862
10175,MS31948,Gary Johnson,106,15781,MS,28095,0.006716938
10176,MS31953,Darrell Castle,38,15781,MS,28095,0.002407959
10177,MS31947,Jill Stein,28,15781,MS,28095,0.001774286
10178,MS31950,Jim Hedges,11,15781,MS,28095,0.000697041
10179,MS31949,Rocky De La Fuente,6,15781,MS,28095,0.000380204
10166,MS31893,Hillary Clinton,7944,14698,MS,28093,0.540481698
10167,MS31907,Donald Trump,6525,14698,MS,28093,0.443937951
10168,MS31948,Gary Johnson,95,14698,MS,28093,0.006463464
10169,MS31953,Darrell Castle,58,14698,MS,28093,0.003946115
10170,MS31947,Jill Stein,55,14698,MS,28093,0.003742006
10171,MS31950,Jim Hedges,12,14698,MS,28093,0.000816438
10172,MS31949,Rocky De La Fuente,9,14698,MS,28093,0.000612328
10159,MS31907,Donald Trump,7697,11443,MS,28091,0.672638294
10160,MS31893,Hillary Clinton,3572,11443,MS,28091,0.312155903
10161,MS31948,Gary Johnson,105,11443,MS,28091,0.009175915
10162,MS31947,Jill Stein,30,11443,MS,28091,0.00262169
10163,MS31953,Darrell Castle,27,11443,MS,28091,0.002359521
10164,MS31950,Jim Hedges,8,11443,MS,28091,0.000699117
10165,MS31949,Rocky De La Fuente,4,11443,MS,28091,0.000349559
10152,MS31907,Donald Trump,25607,45048,MS,28089,0.56843811
10153,MS31893,Hillary Clinton,18358,45048,MS,28089,0.407520867
10154,MS31948,Gary Johnson,748,45048,MS,28089,0.016604511
10155,MS31953,Darrell Castle,160,45048,MS,28089,0.003551767
10156,MS31947,Jill Stein,127,45048,MS,28089,0.002819215
10157,MS31950,Jim Hedges,25,45048,MS,28089,0.000554964
10158,MS31949,Rocky De La Fuente,23,45048,MS,28089,0.000510567
10145,MS31907,Donald Trump,13124,25139,MS,28087,0.522057361
10146,MS31893,Hillary Clinton,11545,25139,MS,28087,0.459246589
10147,MS31948,Gary Johnson,281,25139,MS,28087,0.011177851
10148,MS31947,Jill Stein,94,25139,MS,28087,0.00373921
10149,MS31953,Darrell Castle,72,25139,MS,28087,0.002864076
10150,MS31949,Rocky De La Fuente,14,25139,MS,28087,0.000556904
10151,MS31950,Jim Hedges,9,25139,MS,28087,0.000358009
10138,MS31907,Donald Trump,10550,15193,MS,28085,0.694398736
10139,MS31893,Hillary Clinton,4458,15193,MS,28085,0.293424603
10140,MS31948,Gary Johnson,89,15193,MS,28085,0.005857961
10141,MS31953,Darrell Castle,50,15193,MS,28085,0.003290989
10142,MS31947,Jill Stein,26,15193,MS,28085,0.001711314
10143,MS31949,Rocky De La Fuente,12,15193,MS,28085,0.000789837
10144,MS31950,Jim Hedges,8,15193,MS,28085,0.000526558
10131,MS31893,Hillary Clinton,6677,9566,MS,28083,0.697992891
10132,MS31907,Donald Trump,2757,9566,MS,28083,0.288208238
10133,MS31948,Gary Johnson,73,9566,MS,28083,0.007631194
10134,MS31947,Jill Stein,25,9566,MS,28083,0.002613423
10135,MS31953,Darrell Castle,23,9566,MS,28083,0.002404349
10136,MS31950,Jim Hedges,6,9566,MS,28083,0.000627221
10137,MS31949,Rocky De La Fuente,5,9566,MS,28083,0.000522685
10124,MS31907,Donald Trump,21695,31974,MS,28081,0.678520048
10125,MS31893,Hillary Clinton,9635,31974,MS,28081,0.301338588
10126,MS31948,Gary Johnson,390,31974,MS,28081,0.01219741
10127,MS31947,Jill Stein,120,31974,MS,28081,0.003753049
10128,MS31953,Darrell Castle,106,31974,MS,28081,0.003315194
10129,MS31949,Rocky De La Fuente,14,31974,MS,28081,0.000437856
10130,MS31950,Jim Hedges,14,31974,MS,28081,0.000437856
10117,MS31907,Donald Trump,4775,8436,MS,28079,0.566026553
10118,MS31893,Hillary Clinton,3579,8436,MS,28079,0.424253201
10119,MS31948,Gary Johnson,39,8436,MS,28079,0.004623044
10120,MS31953,Darrell Castle,24,8436,MS,28079,0.00284495
10121,MS31947,Jill Stein,13,8436,MS,28079,0.001541015
10122,MS31950,Jim Hedges,4,8436,MS,28079,0.000474158
10123,MS31949,Rocky De La Fuente,2,8436,MS,28079,0.000237079
10110,MS31907,Donald Trump,4072,6329,MS,28077,0.643387581
10111,MS31893,Hillary Clinton,2181,6329,MS,28077,0.344604203
10112,MS31948,Gary Johnson,39,6329,MS,28077,0.006162111
10113,MS31947,Jill Stein,15,6329,MS,28077,0.002370043
10114,MS31953,Darrell Castle,12,6329,MS,28077,0.001896034
10115,MS31950,Jim Hedges,7,6329,MS,28077,0.00110602
10116,MS31949,Rocky De La Fuente,3,6329,MS,28077,0.000474009
10103,MS31907,Donald Trump,17574,28967,MS,28075,0.606690372
10104,MS31893,Hillary Clinton,10910,28967,MS,28075,0.376635482
10105,MS31948,Gary Johnson,296,28967,MS,28075,0.010218525
10106,MS31953,Darrell Castle,89,28967,MS,28075,0.003072462
10107,MS31947,Jill Stein,70,28967,MS,28075,0.002416543
10108,MS31950,Jim Hedges,17,28967,MS,28075,0.000586875
10109,MS31949,Rocky De La Fuente,11,28967,MS,28075,0.000379742
10096,MS31907,Donald Trump,18493,24179,MS,28073,0.764837255
10097,MS31893,Hillary Clinton,5044,24179,MS,28073,0.208610778
10098,MS31948,Gary Johnson,446,24179,MS,28073,0.018445759
10099,MS31953,Darrell Castle,102,24179,MS,28073,0.004218537
10100,MS31947,Jill Stein,74,24179,MS,28073,0.003060507
10101,MS31949,Rocky De La Fuente,13,24179,MS,28073,0.000537657
10102,MS31950,Jim Hedges,7,24179,MS,28073,0.000289507
10089,MS31907,Donald Trump,10872,19642,MS,28071,0.553507789
10090,MS31893,Hillary Clinton,7968,19642,MS,28071,0.405661338
10091,MS31948,Gary Johnson,577,19642,MS,28071,0.029375827
10092,MS31947,Jill Stein,134,19642,MS,28071,0.006822116
10093,MS31953,Darrell Castle,68,19642,MS,28071,0.003461969
10094,MS31949,Rocky De La Fuente,15,19642,MS,28071,0.00076367
10095,MS31950,Jim Hedges,8,19642,MS,28071,0.00040729
10082,MS31893,Hillary Clinton,2827,4639,MS,28069,0.609398577
10083,MS31907,Donald Trump,1778,4639,MS,28069,0.383272257
10084,MS31948,Gary Johnson,18,4639,MS,28069,0.003880147
