,cand_id,cand_name,votes,total,state,fips,pct
11258,ND40669,Donald Trump,644,774,ND,38083,0.832041344
11259,ND40670,Hillary Clinton,94,774,ND,38083,0.121447028
11260,ND40683,Gary Johnson,29,774,ND,38083,0.0374677
11261,ND40684,Darrell Castle,6,774,ND,38083,0.007751938
11262,ND40686,Jill Stein,1,774,ND,38083,0.00129199
11263,ND40685,Rocky De La Fuente,0,774,ND,38083,0
11252,ND40669,Donald Trump,1088,1978,ND,38081,0.550050556
11253,ND40670,Hillary Clinton,693,1978,ND,38081,0.350353893
11254,ND40683,Gary Johnson,166,1978,ND,38081,0.083923155
11255,ND40686,Jill Stein,18,1978,ND,38081,0.009100101
11256,ND40685,Rocky De La Fuente,7,1978,ND,38081,0.003538928
11257,ND40684,Darrell Castle,6,1978,ND,38081,0.003033367
11246,ND40670,Hillary Clinton,2097,3662,ND,38079,0.572637903
11247,ND40669,Donald Trump,1210,3662,ND,38079,0.330420535
11248,ND40686,Jill Stein,175,3662,ND,38079,0.047788094
11249,ND40683,Gary Johnson,155,3662,ND,38079,0.042326597
11250,ND40684,Darrell Castle,17,3662,ND,38079,0.004642272
11251,ND40685,Rocky De La Fuente,8,3662,ND,38079,0.002184599
11240,ND40669,Donald Trump,4759,7460,ND,38077,0.637935657
11241,ND40670,Hillary Clinton,2064,7460,ND,38077,0.276675603
11242,ND40683,Gary Johnson,492,7460,ND,38077,0.065951743
11243,ND40686,Jill Stein,76,7460,ND,38077,0.010187668
11244,ND40684,Darrell Castle,54,7460,ND,38077,0.007238606
11245,ND40685,Rocky De La Fuente,15,7460,ND,38077,0.002010724
11234,ND40669,Donald Trump,978,1255,ND,38075,0.779282869
11235,ND40670,Hillary Clinton,200,1255,ND,38075,0.15936255
11236,ND40683,Gary Johnson,68,1255,ND,38075,0.054183267
11237,ND40684,Darrell Castle,5,1255,ND,38075,0.003984064
11238,ND40686,Jill Stein,4,1255,ND,38075,0.003187251
11239,ND40685,Rocky De La Fuente,0,1255,ND,38075,0
11228,ND40669,Donald Trump,1209,2317,ND,38073,0.521795425
11229,ND40670,Hillary Clinton,836,2317,ND,38073,0.360811394
11230,ND40683,Gary Johnson,245,2317,ND,38073,0.105740181
11231,ND40686,Jill Stein,22,2317,ND,38073,0.009495037
11232,ND40684,Darrell Castle,4,2317,ND,38073,0.00172637
11233,ND40685,Rocky De La Fuente,1,2317,ND,38073,0.000431593
11222,ND40669,Donald Trump,3216,5218,ND,38071,0.616328095
11223,ND40670,Hillary Clinton,1505,5218,ND,38071,0.288424684
11224,ND40683,Gary Johnson,405,5218,ND,38071,0.077615945
11225,ND40686,Jill Stein,44,5218,ND,38071,0.00843235
11226,ND40684,Darrell Castle,43,5218,ND,38071,0.008240705
11227,ND40685,Rocky De La Fuente,5,5218,ND,38071,0.000958222
11216,ND40669,Donald Trump,1433,2020,ND,38069,0.709405941
11217,ND40670,Hillary Clinton,431,2020,ND,38069,0.213366337
11218,ND40683,Gary Johnson,132,2020,ND,38069,0.065346535
11219,ND40684,Darrell Castle,14,2020,ND,38069,0.006930693
11220,ND40686,Jill Stein,9,2020,ND,38069,0.004455446
11221,ND40685,Rocky De La Fuente,1,2020,ND,38069,0.00049505
11210,ND40669,Donald Trump,2204,3093,ND,38067,0.712576786
11211,ND40670,Hillary Clinton,681,3093,ND,38067,0.220174588
11212,ND40683,Gary Johnson,167,3093,ND,38067,0.053992887
11213,ND40686,Jill Stein,27,3093,ND,38067,0.008729389
11214,ND40684,Darrell Castle,12,3093,ND,38067,0.003879728
11215,ND40685,Rocky De La Fuente,2,3093,ND,38067,0.000646621
11204,ND40669,Donald Trump,827,1002,ND,38065,0.825349301
11205,ND40670,Hillary Clinton,119,1002,ND,38065,0.118762475
11206,ND40683,Gary Johnson,46,1002,ND,38065,0.045908184
11207,ND40684,Darrell Castle,5,1002,ND,38065,0.00499002
11208,ND40686,Jill Stein,3,1002,ND,38065,0.002994012
11209,ND40685,Rocky De La Fuente,2,1002,ND,38065,0.001996008
11198,ND40669,Donald Trump,1025,1694,ND,38063,0.605076741
11199,ND40670,Hillary Clinton,536,1694,ND,38063,0.316410862
11200,ND40683,Gary Johnson,113,1694,ND,38063,0.066706021
11201,ND40686,Jill Stein,11,1694,ND,38063,0.006493506
11202,ND40684,Darrell Castle,9,1694,ND,38063,0.005312869
11203,ND40685,Rocky De La Fuente,0,1694,ND,38063,0
11192,ND40669,Donald Trump,2551,4009,ND,38061,0.636318284
11193,ND40670,Hillary Clinton,1211,4009,ND,38061,0.302070342
11194,ND40683,Gary Johnson,163,4009,ND,38061,0.040658518
11195,ND40686,Jill Stein,56,4009,ND,38061,0.013968571
11196,ND40684,Darrell Castle,24,4009,ND,38061,0.00598653
11197,ND40685,Rocky De La Fuente,4,4009,ND,38061,0.000997755
11186,ND40669,Donald Trump,11319,15547,ND,38059,0.728050428
11187,ND40670,Hillary Clinton,3077,15547,ND,38059,0.197915997
11188,ND40683,Gary Johnson,912,15547,ND,38059,0.058660835
11189,ND40686,Jill Stein,141,15547,ND,38059,0.009069274
11190,ND40684,Darrell Castle,82,15547,ND,38059,0.005274329
11191,ND40685,Rocky De La Fuente,16,15547,ND,38059,0.001029137
11180,ND40669,Donald Trump,3715,4564,ND,38057,0.813978966
11181,ND40670,Hillary Clinton,616,4564,ND,38057,0.134969325
11182,ND40683,Gary Johnson,188,4564,ND,38057,0.041191937
11183,ND40684,Darrell Castle,21,4564,ND,38057,0.004601227
11184,ND40686,Jill Stein,20,4564,ND,38057,0.004382121
11185,ND40685,Rocky De La Fuente,4,4564,ND,38057,0.000876424
11174,ND40669,Donald Trump,3827,5206,ND,38055,0.735113331
11175,ND40670,Hillary Clinton,1070,5206,ND,38055,0.205532078
11176,ND40683,Gary Johnson,249,5206,ND,38055,0.047829428
11177,ND40686,Jill Stein,29,5206,ND,38055,0.005570496
11178,ND40684,Darrell Castle,23,5206,ND,38055,0.004417979
11179,ND40685,Rocky De La Fuente,8,5206,ND,38055,0.001536688
11168,ND40669,Donald Trump,3661,4594,ND,38053,0.796909012
11169,ND40670,Hillary Clinton,696,4594,ND,38053,0.151501959
11170,ND40683,Gary Johnson,171,4594,ND,38053,0.037222464
11171,ND40686,Jill Stein,35,4594,ND,38053,0.007618633
11172,ND40684,Darrell Castle,28,4594,ND,38053,0.006094906
11173,ND40685,Rocky De La Fuente,3,4594,ND,38053,0.000653026
11162,ND40669,Donald Trump,1095,1423,ND,38051,0.769501054
11163,ND40670,Hillary Clinton,233,1423,ND,38051,0.16373858
11164,ND40683,Gary Johnson,71,1423,ND,38051,0.049894589
11165,ND40684,Darrell Castle,12,1423,ND,38051,0.008432888
11166,ND40686,Jill Stein,10,1423,ND,38051,0.007027407
11167,ND40685,Rocky De La Fuente,2,1423,ND,38051,0.001405481
11156,ND40669,Donald Trump,1991,2687,ND,38049,0.740975065
11157,ND40670,Hillary Clinton,474,2687,ND,38049,0.176404913
11158,ND40683,Gary Johnson,182,2687,ND,38049,0.067733532
11159,ND40684,Darrell Castle,18,2687,ND,38049,0.006698921
11160,ND40686,Jill Stein,18,2687,ND,38049,0.006698921
11161,ND40685,Rocky De La Fuente,4,2687,ND,38049,0.001488649
11150,ND40669,Donald Trump,867,1030,ND,38047,0.841747573
11151,ND40670,Hillary Clinton,112,1030,ND,38047,0.108737864
11152,ND40683,Gary Johnson,38,1030,ND,38047,0.036893204
11153,ND40684,Darrell Castle,6,1030,ND,38047,0.005825243
11154,ND40686,Jill Stein,5,1030,ND,38047,0.004854369
11155,ND40685,Rocky De La Fuente,2,1030,ND,38047,0.001941748
11144,ND40669,Donald Trump,1475,2115,ND,38045,0.697399527
11145,ND40670,Hillary Clinton,500,2115,ND,38045,0.236406619
11146,ND40683,Gary Johnson,107,2115,ND,38045,0.050591017
11147,ND40684,Darrell Castle,16,2115,ND,38045,0.007565012
11148,ND40686,Jill Stein,13,2115,ND,38045,0.006146572
11149,ND40685,Rocky De La Fuente,4,2115,ND,38045,0.001891253
11138,ND40669,Donald Trump,1106,1358,ND,38043,0.81443299
11139,ND40670,Hillary Clinton,179,1358,ND,38043,0.131811487
11140,ND40683,Gary Johnson,63,1358,ND,38043,0.046391753
11141,ND40686,Jill Stein,7,1358,ND,38043,0.005154639
11142,ND40684,Darrell Castle,2,1358,ND,38043,0.001472754
11143,ND40685,Rocky De La Fuente,1,1358,ND,38043,0.000736377
11132,ND40669,Donald Trump,1032,1261,ND,38041,0.818398097
11133,ND40670,Hillary Clinton,168,1261,ND,38041,0.133227597
11134,ND40683,Gary Johnson,46,1261,ND,38041,0.036478985
11135,ND40684,Darrell Castle,9,1261,ND,38041,0.007137193
11136,ND40686,Jill Stein,5,1261,ND,38041,0.003965107
11137,ND40685,Rocky De La Fuente,1,1261,ND,38041,0.000793021
11126,ND40669,Donald Trump,847,1247,ND,38039,0.679230152
11127,ND40670,Hillary Clinton,298,1247,ND,38039,0.238973536
11128,ND40683,Gary Johnson,93,1247,ND,38039,0.07457899
11129,ND40686,Jill Stein,6,1247,ND,38039,0.004811548
11130,ND40685,Rocky De La Fuente,2,1247,ND,38039,0.001603849
11131,ND40684,Darrell Castle,1,1247,ND,38039,0.000801925
11120,ND40669,Donald Trump,1098,1361,ND,38037,0.806759735
11121,ND40670,Hillary Clinton,187,1361,ND,38037,0.137398971
11122,ND40683,Gary Johnson,63,1361,ND,38037,0.046289493
11123,ND40686,Jill Stein,7,1361,ND,38037,0.005143277
11124,ND40684,Darrell Castle,6,1361,ND,38037,0.004408523
11125,ND40685,Rocky De La Fuente,0,1361,ND,38037,0
11114,ND40669,Donald Trump,16325,29711,ND,38035,0.549459796
11115,ND40670,Hillary Clinton,10828,29711,ND,38035,0.364444145
11116,ND40683,Gary Johnson,2002,29711,ND,38035,0.067382451
11117,ND40686,Jill Stein,382,29711,ND,38035,0.012857191
11118,ND40684,Darrell Castle,137,29711,ND,38035,0.004611087
11119,ND40685,Rocky De La Fuente,37,29711,ND,38035,0.00124533
11108,ND40669,Donald Trump,793,942,ND,38033,0.841825902
11109,ND40670,Hillary Clinton,99,942,ND,38033,0.105095541
11110,ND40683,Gary Johnson,40,942,ND,38033,0.042462845
11111,ND40684,Darrell Castle,6,942,ND,38033,0.006369427
11112,ND40686,Jill Stein,4,942,ND,38033,0.004246285
11113,ND40685,Rocky De La Fuente,0,942,ND,38033,0
11102,ND40669,Donald Trump,1237,1699,ND,38031,0.728075338
11103,ND40670,Hillary Clinton,346,1699,ND,38031,0.203649205
11104,ND40683,Gary Johnson,96,1699,ND,38031,0.056503826
11105,ND40686,Jill Stein,10,1699,ND,38031,0.005885815
11106,ND40684,Darrell Castle,9,1699,ND,38031,0.005297234
11107,ND40685,Rocky De La Fuente,1,1699,ND,38031,0.000588582
11096,ND40669,Donald Trump,1672,1959,ND,38029,0.853496682
11097,ND40670,Hillary Clinton,215,1959,ND,38029,0.109749872
11098,ND40683,Gary Johnson,52,1959,ND,38029,0.026544155
11099,ND40686,Jill Stein,10,1959,ND,38029,0.005104645
11100,ND40684,Darrell Castle,9,1959,ND,38029,0.004594181
11101,ND40685,Rocky De La Fuente,1,1959,ND,38029,0.000510465
11090,ND40669,Donald Trump,790,1219,ND,38027,0.64807219
11091,ND40670,Hillary Clinton,354,1219,ND,38027,0.290401969
11092,ND40683,Gary Johnson,53,1219,ND,38027,0.043478261
11093,ND40686,Jill Stein,15,1219,ND,38027,0.012305168
11094,ND40684,Darrell Castle,6,1219,ND,38027,0.004922067
11095,ND40685,Rocky De La Fuente,1,1219,ND,38027,0.000820345
11084,ND40669,Donald Trump,1753,2199,ND,38025,0.797180537
11085,ND40670,Hillary Clinton,356,2199,ND,38025,0.161891769
11086,ND40683,Gary Johnson,60,2199,ND,38025,0.02728513
11087,ND40684,Darrell Castle,15,2199,ND,38025,0.006821282
11088,ND40686,Jill Stein,14,2199,ND,38025,0.00636653
11089,ND40685,Rocky De La Fuente,1,2199,ND,38025,0.000454752
11078,ND40669,Donald Trump,860,1187,ND,38023,0.724515586
11079,ND40670,Hillary Clinton,243,1187,ND,38023,0.204717776
11080,ND40683,Gary Johnson,70,1187,ND,38023,0.058972199
11081,ND40686,Jill Stein,9,1187,ND,38023,0.00758214
11082,ND40685,Rocky De La Fuente,3,1187,ND,38023,0.00252738
11083,ND40684,Darrell Castle,2,1187,ND,38023,0.00168492
11072,ND40669,Donald Trump,1656,2372,ND,38021,0.698145025
11073,ND40670,Hillary Clinton,551,2372,ND,38021,0.232293423
11074,ND40683,Gary Johnson,122,2372,ND,38021,0.05143339
11075,ND40686,Jill Stein,22,2372,ND,38021,0.009274874
11076,ND40684,Darrell Castle,15,2372,ND,38021,0.006323777
11077,ND40685,Rocky De La Fuente,6,2372,ND,38021,0.002529511
11066,ND40669,Donald Trump,1356,1969,ND,38019,0.688674454
11067,ND40670,Hillary Clinton,476,1969,ND,38019,0.24174708
11068,ND40683,Gary Johnson,110,1969,ND,38019,0.055865922
11069,ND40686,Jill Stein,19,1969,ND,38019,0.009649568
11070,ND40684,Darrell Castle,6,1969,ND,38019,0.003047232
11071,ND40685,Rocky De La Fuente,2,1969,ND,38019,0.001015744
11060,ND40669,Donald Trump,39738,78807,ND,38017,0.504244547
11061,ND40670,Hillary Clinton,31291,78807,ND,38017,0.397058637
11062,ND40683,Gary Johnson,6077,78807,ND,38017,0.077112439
11063,ND40686,Jill Stein,1204,78807,ND,38017,0.015277831
11064,ND40684,Darrell Castle,398,78807,ND,38017,0.005050313
11065,ND40685,Rocky De La Fuente,99,78807,ND,38017,0.001256234
11054,ND40669,Donald Trump,32499,46874,ND,38015,0.693326791
11055,ND40670,Hillary Clinton,10865,46874,ND,38015,0.231791612
11056,ND40683,Gary Johnson,2719,46874,ND,38015,0.058006571
11057,ND40686,Jill Stein,480,46874,ND,38015,0.010240218
11058,ND40684,Darrell Castle,262,46874,ND,38015,0.005589453
11059,ND40685,Rocky De La Fuente,49,46874,ND,38015,0.001045356
11048,ND40669,Donald Trump,879,1031,ND,38013,0.85257032
11049,ND40670,Hillary Clinton,118,1031,ND,38013,0.114451988
11050,ND40683,Gary Johnson,26,1031,ND,38013,0.025218235
11051,ND40686,Jill Stein,5,1031,ND,38013,0.004849661
11052,ND40684,Darrell Castle,3,1031,ND,38013,0.002909796
11053,ND40685,Rocky De La Fuente,0,1031,ND,38013,0
11042,ND40669,Donald Trump,1445,1769,ND,38011,0.816845676
11043,ND40670,Hillary Clinton,227,1769,ND,38011,0.128321085
11044,ND40683,Gary Johnson,78,1769,ND,38011,0.044092708
11045,ND40686,Jill Stein,13,1769,ND,38011,0.007348785
11046,ND40684,Darrell Castle,4,1769,ND,38011,0.002261164
11047,ND40685,Rocky De La Fuente,2,1769,ND,38011,0.001130582
11036,ND40669,Donald Trump,2482,3437,ND,38009,0.722141402
11037,ND40670,Hillary Clinton,734,3437,ND,38009,0.213558336
11038,ND40683,Gary Johnson,177,3437,ND,38009,0.0514984
11039,ND40686,Jill Stein,30,3437,ND,38009,0.008728542
11040,ND40684,Darrell Castle,11,3437,ND,38009,0.003200466
11041,ND40685,Rocky De La Fuente,3,3437,ND,38009,0.000872854
11030,ND40669,Donald Trump,492,592,ND,38007,0.831081081
11031,ND40670,Hillary Clinton,58,592,ND,38007,0.097972973
11032,ND40683,Gary Johnson,31,592,ND,38007,0.052364865
11033,ND40684,Darrell Castle,6,592,ND,38007,0.010135135
11034,ND40686,Jill Stein,4,592,ND,38007,0.006756757
11035,ND40685,Rocky De La Fuente,1,592,ND,38007,0.001689189
11024,ND40669,Donald Trump,927,1940,ND,38005,0.477835052
11025,ND40670,Hillary Clinton,842,1940,ND,38005,0.434020619
11026,ND40683,Gary Johnson,112,1940,ND,38005,0.057731959
11027,ND40686,Jill Stein,41,1940,ND,38005,0.021134021
11028,ND40684,Darrell Castle,17,1940,ND,38005,0.008762887
11029,ND40685,Rocky De La Fuente,1,1940,ND,38005,0.000515464
11018,ND40669,Donald Trump,3156,5253,ND,38003,0.600799543
11019,ND40670,Hillary Clinton,1597,5253,ND,38003,0.304016752
11020,ND40683,Gary Johnson,406,5253,ND,38003,0.077289168
11021,ND40686,Jill Stein,47,5253,ND,38003,0.008947268
11022,ND40684,Darrell Castle,41,5253,ND,38003,0.007805064
11023,ND40685,Rocky De La Fuente,6,5253,ND,38003,0.001142204
11012,ND40669,Donald Trump,904,1206,ND,38001,0.749585406
11013,ND40670,Hillary Clinton,216,1206,ND,38001,0.179104478
11014,ND40683,Gary Johnson,65,1206,ND,38001,0.053897181
11015,ND40684,Darrell Castle,13,1206,ND,38001,0.010779436
11016,ND40686,Jill Stein,8,1206,ND,38001,0.006633499
11017,ND40685,Rocky De La Fuente,0,1206,ND,38001,0
11003,NC43783,Donald Trump,6367,9808,NC,37199,0.649163948
11004,NC43782,Hillary Clinton,3181,9808,NC,37199,0.32432708
11005,NC43784,Gary Johnson,260,9808,NC,37199,0.026508972
11000,NC43783,Donald Trump,13815,17350,NC,37197,0.796253602
11001,NC43782,Hillary Clinton,3140,17350,NC,37197,0.180979827
11002,NC43784,Gary Johnson,395,17350,NC,37197,0.022766571
10997,NC43782,Hillary Clinton,19527,37593,NC,37195,0.519431809
10998,NC43783,Donald Trump,17410,37593,NC,37195,0.463118134
10999,NC43784,Gary Johnson,656,37593,NC,37195,0.017450057
10994,NC43783,Donald Trump,23613,30844,NC,37193,0.765562184
10995,NC43782,Hillary Clinton,6596,30844,NC,37193,0.213850344
10996,NC43784,Gary Johnson,635,30844,NC,37193,0.020587472
10991,NC43783,Donald Trump,27360,49824,NC,37191,0.549132948
10992,NC43782,Hillary Clinton,21520,49824,NC,37191,0.43192036
10993,NC43784,Gary Johnson,944,49824,NC,37191,0.018946692
10988,NC43782,Hillary Clinton,13953,28769,NC,37189,0.485001217
10989,NC43783,Donald Trump,13521,28769,NC,37189,0.469985053
10990,NC43784,Gary Johnson,1295,28769,NC,37189,0.04501373
10985,NC43782,Hillary Clinton,3490,6115,NC,37187,0.570727719
10986,NC43783,Donald Trump,2560,6115,NC,37187,0.418642682
10987,NC43784,Gary Johnson,65,6115,NC,37187,0.010629599
10982,NC43782,Hillary Clinton,6668,10123,NC,37185,0.658698014
10983,NC43783,Donald Trump,3302,10123,NC,37185,0.326187889
10984,NC43784,Gary Johnson,153,10123,NC,37185,0.015114097
10979,NC43782,Hillary Clinton,298353,510940,NC,37183,0.58392962
10980,NC43783,Donald Trump,193607,510940,NC,37183,0.378923161
10981,NC43784,Gary Johnson,18980,510940,NC,37183,0.037147219
10976,NC43782,Hillary Clinton,12168,19762,NC,37181,0.615727153
10977,NC43783,Donald Trump,7304,19762,NC,37181,0.369598219
10978,NC43784,Gary Johnson,290,19762,NC,37181,0.014674628
10973,NC43783,Donald Trump,66265,103596,NC,37179,0.639648249
10974,NC43782,Hillary Clinton,34051,103596,NC,37179,0.328690297
10975,NC43784,Gary Johnson,3280,103596,NC,37179,0.031661454
10970,NC43783,Donald Trump,968,1700,NC,37177,0.569411765
10971,NC43782,Hillary Clinton,705,1700,NC,37177,0.414705882
10972,NC43784,Gary Johnson,27,1700,NC,37177,0.015882353
10967,NC43783,Donald Trump,10441,17440,NC,37175,0.598681193
10968,NC43782,Hillary Clinton,6520,17440,NC,37175,0.373853211
10969,NC43784,Gary Johnson,479,17440,NC,37175,0.027465596
10964,NC43783,Donald Trump,3557,5982,NC,37173,0.594617185
10965,NC43782,Hillary Clinton,2186,5982,NC,37173,0.365429622
10966,NC43784,Gary Johnson,239,5982,NC,37173,0.039953193
10961,NC43783,Donald Trump,23495,31663,NC,37171,0.742033288
10962,NC43782,Hillary Clinton,7438,31663,NC,37171,0.234911411
10963,NC43784,Gary Johnson,730,31663,NC,37171,0.023055301
10958,NC43783,Donald Trump,16976,22182,NC,37169,0.765305202
10959,NC43782,Hillary Clinton,4645,22182,NC,37169,0.209404021
10960,NC43784,Gary Johnson,561,22182,NC,37169,0.025290776
10955,NC43783,Donald Trump,21788,29451,NC,37167,0.7398051
10956,NC43782,Hillary Clinton,7008,29451,NC,37167,0.237954569
10957,NC43784,Gary Johnson,655,29451,NC,37167,0.022240331
10952,NC43782,Hillary Clinton,7279,13743,NC,37165,0.529651459
10953,NC43783,Donald Trump,6212,13743,NC,37165,0.452011933
10954,NC43784,Gary Johnson,252,13743,NC,37165,0.018336608
10949,NC43783,Donald Trump,14761,25638,NC,37163,0.575746938
10950,NC43782,Hillary Clinton,10486,25638,NC,37163,0.409002262
10951,NC43784,Gary Johnson,391,25638,NC,37163,0.0152508
10946,NC43783,Donald Trump,21694,29764,NC,37161,0.728867088
10947,NC43782,Hillary Clinton,7451,29764,NC,37161,0.250335976
10948,NC43784,Gary Johnson,619,29764,NC,37161,0.020796936
10943,NC43783,Donald Trump,42388,63078,NC,37159,0.671993405
10944,NC43782,Hillary Clinton,19208,63078,NC,37159,0.304511874
10945,NC43784,Gary Johnson,1482,63078,NC,37159,0.023494721
10940,NC43783,Donald Trump,26463,41374,NC,37157,0.639604583
10941,NC43782,Hillary Clinton,14057,41374,NC,37157,0.339754435
10942,NC43784,Gary Johnson,854,41374,NC,37157,0.020640982
10937,NC43783,Donald Trump,20294,39454,NC,37155,0.514371166
10938,NC43782,Hillary Clinton,18377,39454,NC,37155,0.465782937
10939,NC43784,Gary Johnson,783,39454,NC,37155,0.019845896
10934,NC43783,Donald Trump,10199,18813,NC,37153,0.542125126
10935,NC43782,Hillary Clinton,8290,18813,NC,37153,0.44065274
10936,NC43784,Gary Johnson,324,18813,NC,37153,0.017222134
10931,NC43783,Donald Trump,49156,63615,NC,37151,0.772710839
10932,NC43782,Hillary Clinton,13074,63615,NC,37151,0.205517567
10933,NC43784,Gary Johnson,1385,63615,NC,37151,0.021771595
10928,NC43783,Donald Trump,6738,10723,NC,37149,0.628368927
10929,NC43782,Hillary Clinton,3715,10723,NC,37149,0.346451553
10930,NC43784,Gary Johnson,270,10723,NC,37149,0.025179521
10925,NC43782,Hillary Clinton,40967,78264,NC,37147,0.523446284
10926,NC43783,Donald Trump,35191,78264,NC,37147,0.449644792
10927,NC43784,Gary Johnson,2106,78264,NC,37147,0.026908924
10922,NC43783,Donald Trump,11116,19303,NC,37145,0.575869036
10923,NC43782,Hillary Clinton,7772,19303,NC,37145,0.402631715
10924,NC43784,Gary Johnson,415,19303,NC,37145,0.021499249
10919,NC43783,Donald Trump,4143,6595,NC,37143,0.628203184
10920,NC43782,Hillary Clinton,2291,6595,NC,37143,0.347384382
10921,NC43784,Gary Johnson,161,6595,NC,37143,0.024412434
10916,NC43783,Donald Trump,17317,27072,NC,37141,0.639664598
10917,NC43782,Hillary Clinton,9086,27072,NC,37141,0.335623522
10918,NC43784,Gary Johnson,669,27072,NC,37141,0.024711879
10913,NC43782,Hillary Clinton,8455,16964,NC,37139,0.498408394
10914,NC43783,Donald Trump,8082,16964,NC,37139,0.476420656
10915,NC43784,Gary Johnson,427,16964,NC,37139,0.02517095
10910,NC43783,Donald Trump,4225,6772,NC,37137,0.623892499
10911,NC43782,Hillary Clinton,2427,6772,NC,37137,0.358387478
10912,NC43784,Gary Johnson,120,6772,NC,37137,0.017720024
10907,NC43782,Hillary Clinton,59105,79830,NC,37135,0.74038582
